age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
41.0,Private,125514.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
59.0,Private,114928.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United,1.0
30.0,Private,73900.0,Masters,14.0,Never-,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,1.0
31.0,Private,111567.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
59.0,Private,16.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,125863.0,Masters,14.0,Married-civ,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Private,103822.0,HS-grad,9.0,Married-civ,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,99146.0,Some,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
60.0,Private,149727.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
31.0,Private,100839.0,Doctorate,16.0,Div,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,48.0,United-States,1.0
64.0,Private,386713.0,Bachelors,13.0,Married-civ-sp,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
46.0,Private,160153.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
35.0,Private,1378.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39.0,Private,276725.0,HS-grad,9.0,Married-,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,206674.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Self-emp-inc,236873.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
43.0,Private,173066.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,235421.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-,1.0
45.0,Private,115084.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-,1.0
33.0,Self-emp-inc,160164.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
28.0,Private,356062.0,B,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,Italy,1.0
40.0,State-gov,387837.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
55.0,Local-gov,161640.0,Masters,14.0,Married-,Exec-managerial,Husband,White,Male,4386.0,0.0,40.0,United-States,1.0
48.0,Private,186908.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United,1.0
41.0,Private,209568.0,Doctorate,16.0,Married-civ-spouse,Prof,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,119033.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
34.0,Self-emp-inc,97719.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,1.0
41.0,Private,121124.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
41.0,Private,168971.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,353721.0,Some-college,10.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
53.0,Private,161349.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,241998.0,Bachelors,13.0,Married-civ-spouse,Prof,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
39.0,Private,2444.0,Bachelors,13.0,Married-civ-spouse,Prof,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,185895.0,Masters,14.0,Married-civ-spouse,Exec-,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,225660.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
37.0,Private,155070.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,115066.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Self-emp-not-inc,323077.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
45.0,Private,115066.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,118212.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
32.0,Private,173824.0,Bachelors,13.0,Married-civ-spouse,Sales,Hus,White,Male,0.0,0.0,50.0,United-States,1.0
29.0,State-gov,11.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,Poland,1.0
39.0,Private,212869.0,HS-grad,9.0,Divorced,Protective-serv,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
37.0,Private,60938.0,HS-grad,9.0,Married-,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
53.0,Self-emp-inc,119033.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,168859.0,Masters,14.0,Married-civ-spouse,Prof-,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
58.0,Private,88890.0,Masters,14.0,Married-civ-spouse,Exec,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
40.0,Private,100313.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39.0,Private,2.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,268539.0,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,281561.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,28.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,136776.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,151580.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
40.0,Private,865.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,187908.0,Masters,14.0,Married-civ-spouse,Prof-,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
27.0,Private,143855.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,99688.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,383203.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,45.0,United,1.0
40.0,Private,326943.0,Bachel,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,199058.0,Masters,14.0,Married-civ-spouse,Exec,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Self-emp-inc,177908.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
53.0,Private,215860.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,263090.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
53.0,Private,100967.0,HS-grad,9.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
48.0,Private,13.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,233892.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
49.0,Private,263586.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,186788.0,HS-grad,9.0,Married-c,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
25.0,Private,81812.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United,1.0
58.0,Self-emp-inc,228699.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44.0,United-States,1.0
52.0,Private,14.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
51.0,Private,149931.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-,1.0
33.0,Private,202322.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,220105.0,Masters,14.0,Married-civ-sp,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
44.0,Private,134944.0,B,13.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,60.0,United-States,1.0
47.0,Private,99185.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,105786.0,HS,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
68.0,Private,12.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,86562.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
44.0,Private,172686.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
31.0,Self-emp-inc,361415.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
35.0,Private,320067.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,177974.0,HS-,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,267429.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
28.0,Private,242594.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
24.0,Private,371467.0,Bachelors,13.0,Married-civ,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
51.0,Private,261521.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70.0,United-States,1.0
32.0,Private,293766.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,211450.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
34.0,Private,161511.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,182910.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,1848.0,60.0,United-States,1.0
45.0,Private,262475.0,Some-college,10.0,Married-civ-,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
32.0,Private,163053.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United,1.0
59.0,Private,156895.0,Bachelors,13.0,Divorced,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
56.0,Private,205418.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1848.0,40.0,United-States,1.0
44.0,Private,363635.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
49.0,Private,280029.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,119499.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,102636.0,Some-college,10.0,Married-civ-,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
53.0,Private,107330.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,153943.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
34.0,Private,166680.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
46.0,Private,161397.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-,1.0
35.0,State-gov,84893.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,351374.0,HS-,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
61.0,Private,112.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
42.0,Private,167893.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
30.0,Private,199668.0,HS,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,338823.0,Bachelors,13.0,Married-civ-sp,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
48.0,Private,134767.0,Bachelors,13.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,55.0,United-States,1.0
40.0,Private,168842.0,Masters,14.0,Married-civ-spouse,Prof-,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
28.0,Private,153740.0,HS-grad,9.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
54.0,Private,182781.0,Some-college,10.0,Married-civ-spouse,Sales,Hus,White,Male,0.0,0.0,50.0,United-States,1.0
32.0,Private,121841.0,Masters,14.0,Married-civ,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
48.0,Private,253723.0,Doctorate,16.0,Married-civ,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
40.0,Private,183813.0,HS-grad,9.0,Married-c,Craft-repair,Husband,White,Male,0.0,1887.0,45.0,United-States,1.0
30.0,Private,154929.0,Bachelors,13.0,Married-civ-spouse,Exec,Husband,White,Male,0.0,1902.0,40.0,India,1.0
45.0,Private,154724.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United,1.0
39.0,Self-emp-not-inc,102909.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
48.0,Private,140871.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,162323.0,Bachelors,13.0,Married-civ-sp,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
51.0,Private,112115.0,HS-grad,9.0,Widowed,Sales,Unmarried,White,Female,0.0,0.0,55.0,United-States,1.0
37.0,Private,18.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1887.0,40.0,United-States,1.0
36.0,Private,238945.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,321638.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Private,168849.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Self-emp-inc,268811.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
64.0,State-gov,282930.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
43.0,Private,283937.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United,1.0
31.0,Private,117743.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,156577.0,HS-grad,9.0,Divorced,Ad,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Local-gov,110132.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,1.0
41.0,Private,161625.0,Bachelors,14.0,Divorced,Exec-manager,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
47.0,Private,160216.0,HS,9.0,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,40.0,United-States,1.0
43.0,Self-emp-not-inc,47858.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
59.0,Private,17.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
40.0,Self-emp-inc,178322.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,183878.0,Some-college,10.0,Married-civ,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
69.0,Local-gov,177735.0,Some-college,10.0,Married-,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
31.0,Private,173881.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
59.0,Private,119570.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,166958.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
42.0,Private,1515.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,151053.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,141844.0,Masters,14.0,Divorced,Prof-specialty,Not-in-,White,Male,0.0,0.0,45.0,United-States,1.0
44.0,Private,24991.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,110977.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,121124.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
44.0,Private,155.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,183686.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
45.0,Private,185943.0,Prof-school,15.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
38.0,Private,186432.0,Masters,14.0,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Local-gov,256569.0,Masters,14.0,Married-,Prof-specialty,Wife,White,Female,15024.0,1977.0,40.0,United-States,1.0
43.0,Local-gov,53538.0,Some-college,10.0,Married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
52.0,Private,121124.0,Masters,14.0,Married-civ-spouse,Prof-,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
32.0,Local-gov,101938.0,HS-grad,9.0,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
53.0,Private,157914.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,54766.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
44.0,Private,274624.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
64.0,Private,135066.0,Masters,14.0,Married-civ-,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
41.0,Private,119098.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,45.0,United-States,1.0
47.0,Private,181350.0,HS-grad,9.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,184467.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
40.0,Private,103862.0,Some-college,10.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Private,145431.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
37.0,Private,17.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
43.0,Private,98941.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
26.0,Private,261589.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,287878.0,HS-grad,9.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,119876.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
53.0,Private,118112.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
54.0,Private,246761.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,50.0,United-States,1.0
28.0,Private,108545.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
39.0,Private,133787.0,Some-college,10.0,Never-married,Craft-repair,Not-,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,126638.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,132960.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
59.0,Private,31002.0,Bachelors,13.0,Divorced,Exec-manager,Unmarried,White,Female,0.0,0.0,50.0,United-States,1.0
32.0,Private,101986.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39.0,Private,380079.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Self-emp-not-inc,175418.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
65.0,Private,118959.0,Bachelors,13.0,Married,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
45.0,Private,85380.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
61.0,Private,162211.0,Bachelors,13.0,Married-c,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
57.0,Private,114847.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,167482.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,1.0
44.0,Private,99278.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,55.0,United-States,1.0
37.0,Private,139345.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
45.0,Private,152456.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
31.0,Local-gov,178560.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,181370.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States,1.0
35.0,Private,151547.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United,1.0
35.0,Private,173883.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
55.0,Private,290563.0,Bachelors,13.0,Married-c,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
33.0,Private,78421.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,50.0,United-States,1.0
44.0,Private,20.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,166432.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,214868.0,Masters,14.0,Married-civ,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,109823.0,Bachelors,13.0,Married-c,Prof-specialty,Husband,White,Male,0.0,0.0,15.0,United-States,1.0
50.0,Private,126781.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
49.0,Private,162310.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
36.0,Private,203730.0,Some-college,10.0,Married-c,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
54.0,Private,182074.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,132629.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,97230.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
31.0,Private,186905.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
54.0,Private,126571.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
49.0,Private,99146.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,Italy,1.0
36.0,Private,266893.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,142531.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Self-emp-inc,254797.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
